#	Valor	ID	Clase	IDAtomo	Atomo
1284	str[1]	1	10:STRING	53	"	396
1285	)	41	7:SPECIAL	44	)	396
1286	END	7	0:KEYWORD	7	f	397
1287	;	59	7:SPECIAL	48	;	397
1288	id[2]	2	1:ID	20	a	398
1289	:=	0	11:ASSIGN	54	=	398
1290	5	0	8:INT_LIT	51	n	398
1291	;	59	7:SPECIAL	48	;	398
1292	id[3]	3	1:ID	20	a	399
1293	:=	0	11:ASSIGN	54	=	399
1294	id[2]	2	1:ID	20	a	399
1295	+	43	5:A_OPER	33	+	399
1296	3	0	8:INT_LIT	51	n	399
1297	;	59	7:SPECIAL	48	;	399
1298	IF	9	0:KEYWORD	9	s	400
1299	id[2]	2	1:ID	20	a	400
1300	>=	5	6:R_OPER	42	$	400
1301	18	0	8:INT_LIT	51	n	400
1302	THEN	15	0:KEYWORD	15	h	400
1303	BEGIN	2	0:KEYWORD	2	e	401
1304	id[3]	3	1:ID	20	a	402
1305	:=	0	11:ASSIGN	54	=	402
1306	40	0	8:INT_LIT	51	n	402
1307	END	7	0:KEYWORD	7	f	403
1308	;	59	7:SPECIAL	48	;	403
1309	;	59	7:SPECIAL	48	;	403
1310	writeln	5	4:PROCED	32	m	404
1311	(	40	7:SPECIAL	43	(	404
1312	str[0]	0	10:STRING	53	"	404
1313	)	41	7:SPECIAL	44	)	404
1314	4	0	8:INT_LIT	51	n	404
1315	;	59	7:SPECIAL	48	;	404
1316	IF	9	0:KEYWORD	9	s	405
1317	id[2]	2	1:ID	20	a	405
1318	=	2	6:R_OPER	39	¿	405
1319	60	0	8:INT_LIT	51	n	405
1320	THEN	15	0:KEYWORD	15	h	405
1321	id[5]	5	1:ID	20	a	406
1322	:=	0	11:ASSIGN	54	=	406
1323	0	0	8:INT_LIT	51	n	406
1324	;	59	7:SPECIAL	48	;	406
1325	;	59	7:SPECIAL	48	;	406
1326	FOR	8	0:KEYWORD	8	p	407
1327	id[5]	5	1:ID	20	a	407
1328	:=	0	11:ASSIGN	54	=	407
1329	57005	0	8:INT_LIT	51	n	407
1330	DOWNTO	5	0:KEYWORD	5	d	407
1331	id[6]	6	1:ID	20	a	407
1332	+	43	5:A_OPER	33	+	407
1333	8	0	8:INT_LIT	51	n	407
1334	DO	4	0:KEYWORD	4	z	407
1335	BEGIN	2	0:KEYWORD	2	e	408
1336	writeln	5	4:PROCED	32	m	409
1337	(	40	7:SPECIAL	43	(	409
1338	str[1]	1	10:STRING	53	"	409
1339	)	41	7:SPECIAL	44	)	409
1340	END	7	0:KEYWORD	7	f	410
1341	;	59	7:SPECIAL	48	;	410
1342	IF	9	0:KEYWORD	9	s	411
1343	id[2]	2	1:ID	20	a	411
1344	=	2	6:R_OPER	39	¿	411
1345	id[3]	3	1:ID	20	a	411
1346	THEN	15	0:KEYWORD	15	h	411
1347	id[5]	5	1:ID	20	a	412
1348	:=	0	11:ASSIGN	54	=	412
1349	90	0	8:INT_LIT	51	n	412
1350	;	59	7:SPECIAL	48	;	412
1351	;	59	7:SPECIAL	48	;	412
1352	IF	9	0:KEYWORD	9	s	413
1353	id[7]	7	1:ID	20	a	413
1354	=	2	6:R_OPER	39	¿	413
1355	id[8]	8	1:ID	20	a	413
1356	THEN	15	0:KEYWORD	15	h	413
1357	id[5]	5	1:ID	20	a	414
1358	:=	0	11:ASSIGN	54	=	414
1359	90	0	8:INT_LIT	51	n	414
1360	;	59	7:SPECIAL	48	;	414
1361	;	59	7:SPECIAL	48	;	414
1362	REPEAT	14	0:KEYWORD	14	@	415
1363	id[9]	9	1:ID	20	a	415
1364	:=	0	11:ASSIGN	54	=	415
1365	id[10]	10	1:ID	20	a	415
1366	+	43	5:A_OPER	33	+	415
1367	1	0	8:INT_LIT	51	n	415
1368	UNTIL	17	0:KEYWORD	17	k	415
1369	id[9]	9	1:ID	20	a	415
1370	>	4	6:R_OPER	41	>	415
1371	9	0	8:INT_LIT	51	n	415
1372	;	59	7:SPECIAL	48	;	415
1373	REPEAT	14	0:KEYWORD	14	@	416
1374	id[9]	9	1:ID	20	a	416
1375	:=	0	11:ASSIGN	54	=	416
1376	id[10]	10	1:ID	20	a	416
1377	+	43	5:A_OPER	33	+	416
1378	1	0	8:INT_LIT	51	n	416
1379	UNTIL	17	0:KEYWORD	17	k	416
1380	id[9]	9	1:ID	20	a	416
1381	>	4	6:R_OPER	41	>	416
1382	9	0	8:INT_LIT	51	n	416
1383	;	59	7:SPECIAL	48	;	416
1384	FOR	8	0:KEYWORD	8	p	417
1385	id[5]	5	1:ID	20	a	417
1386	:=	0	11:ASSIGN	54	=	417
1387	57005	0	8:INT_LIT	51	n	417
1388	DOWNTO	5	0:KEYWORD	5	d	417
1389	id[11]	11	1:ID	20	a	417
1390	DO	4	0:KEYWORD	4	z	417
1391	BEGIN	2	0:KEYWORD	2	e	418
1392	writeln	5	4:PROCED	32	m	419
1393	(	40	7:SPECIAL	43	(	419
1394	str[1]	1	10:STRING	53	"	419
1395	)	41	7:SPECIAL	44	)	419
1396	END	7	0:KEYWORD	7	f	420
1397	;	59	7:SPECIAL	48	;	420
1398	id[2]	2	1:ID	20	a	421
1399	:=	0	11:ASSIGN	54	=	421
1400	5	0	8:INT_LIT	51	n	421
1401	;	59	7:SPECIAL	48	;	421
1402	id[3]	3	1:ID	20	a	422
1403	:=	0	11:ASSIGN	54	=	422
1404	id[2]	2	1:ID	20	a	422
1405	+	43	5:A_OPER	33	+	422
1406	3	0	8:INT_LIT	51	n	422
1407	;	59	7:SPECIAL	48	;	422
1408	IF	9	0:KEYWORD	9	s	423
1409	id[2]	2	1:ID	20	a	423
1410	>=	5	6:R_OPER	42	$	423
1411	18	0	8:INT_LIT	51	n	423
1412	THEN	15	0:KEYWORD	15	h	423
1413	BEGIN	2	0:KEYWORD	2	e	424
1414	id[3]	3	1:ID	20	a	425
1415	:=	0	11:ASSIGN	54	=	425
1416	40	0	8:INT_LIT	51	n	425
1417	END	7	0:KEYWORD	7	f	426
1418	;	59	7:SPECIAL	48	;	426
1419	;	59	7:SPECIAL	48	;	426
1420	writeln	5	4:PROCED	32	m	427
1421	(	40	7:SPECIAL	43	(	427
1422	str[0]	0	10:STRING	53	"	427
1423	)	41	7:SPECIAL	44	)	427
1424	4	0	8:INT_LIT	51	n	427
1425	;	59	7:SPECIAL	48	;	427
1426	IF	9	0:KEYWORD	9	s	428
1427	id[2]	2	1:ID	20	a	428
1428	=	2	6:R_OPER	39	¿	428
1429	60	0	8:INT_LIT	51	n	428
1430	THEN	15	0:KEYWORD	15	h	428
1431	id[5]	5	1:ID	20	a	429
1432	:=	0	11:ASSIGN	54	=	429
1433	0	0	8:INT_LIT	51	n	429
1434	;	59	7:SPECIAL	48	;	429
1435	;	59	7:SPECIAL	48	;	429
1436	FOR	8	0:KEYWORD	8	p	430
1437	id[5]	5	1:ID	20	a	430
1438	:=	0	11:ASSIGN	54	=	430
1439	57005	0	8:INT_LIT	51	n	430
1440	DOWNTO	5	0:KEYWORD	5	d	430
1441	id[6]	6	1:ID	20	a	430
1442	+	43	5:A_OPER	33	+	430
1443	8	0	8:INT_LIT	51	n	430
1444	DO	4	0:KEYWORD	4	z	430
1445	BEGIN	2	0:KEYWORD	2	e	431
1446	writeln	5	4:PROCED	32	m	432
1447	(	40	7:SPECIAL	43	(	432
1448	str[1]	1	10:STRING	53	"	432
1449	)	41	7:SPECIAL	44	)	432
1450	END	7	0:KEYWORD	7	f	433
1451	;	59	7:SPECIAL	48	;	433
1452	IF	9	0:KEYWORD	9	s	434
1453	id[2]	2	1:ID	20	a	434
1454	=	2	6:R_OPER	39	¿	434
1455	id[3]	3	1:ID	20	a	434
1456	THEN	15	0:KEYWORD	15	h	434
1457	id[5]	5	1:ID	20	a	435
1458	:=	0	11:ASSIGN	54	=	435
1459	90	0	8:INT_LIT	51	n	435
1460	;	59	7:SPECIAL	48	;	435
1461	;	59	7:SPECIAL	48	;	435
1462	IF	9	0:KEYWORD	9	s	436
1463	id[7]	7	1:ID	20	a	436
1464	=	2	6:R_OPER	39	¿	436
1465	id[8]	8	1:ID	20	a	436
1466	THEN	15	0:KEYWORD	15	h	436
1467	id[5]	5	1:ID	20	a	437
1468	:=	0	11:ASSIGN	54	=	437
1469	90	0	8:INT_LIT	51	n	437
1470	;	59	7:SPECIAL	48	;	437
1471	;	59	7:SPECIAL	48	;	437
1472	REPEAT	14	0:KEYWORD	14	@	438
1473	id[9]	9	1:ID	20	a	438
1474	:=	0	11:ASSIGN	54	=	438
1475	id[10]	10	1:ID	20	a	438
1476	+	43	5:A_OPER	33	+	438
1477	1	0	8:INT_LIT	51	n	438
1478	UNTIL	17	0:KEYWORD	17	k	438
1479	id[9]	9	1:ID	20	a	438
1480	>	4	6:R_OPER	41	>	438
1481	9	0	8:INT_LIT	51	n	438
1482	;	59	7:SPECIAL	48	;	438
1483	REPEAT	14	0:KEYWORD	14	@	439
1484	id[9]	9	1:ID	20	a	439
1485	:=	0	11:ASSIGN	54	=	439
1486	id[10]	10	1:ID	20	a	439
1487	+	43	5:A_OPER	33	+	439
1488	1	0	8:INT_LIT	51	n	439
1489	UNTIL	17	0:KEYWORD	17	k	439
1490	id[9]	9	1:ID	20	a	439
1491	>	4	6:R_OPER	41	>	439
1492	9	0	8:INT_LIT	51	n	439
1493	;	59	7:SPECIAL	48	;	439
1494	FOR	8	0:KEYWORD	8	p	440
1495	id[5]	5	1:ID	20	a	440
1496	:=	0	11:ASSIGN	54	=	440
1497	57005	0	8:INT_LIT	51	n	440
1498	DOWNTO	5	0:KEYWORD	5	d	440
1499	id[11]	11	1:ID	20	a	440
1500	DO	4	0:KEYWORD	4	z	440
1501	BEGIN	2	0:KEYWORD	2	e	441
1502	writeln	5	4:PROCED	32	m	442
1503	(	40	7:SPECIAL	43	(	442
1504	str[1]	1	10:STRING	53	"	442
1505	)	41	7:SPECIAL	44	)	442
1506	END	7	0:KEYWORD	7	f	443
1507	;	59	7:SPECIAL	48	;	443
1508	id[2]	2	1:ID	20	a	444
1509	:=	0	11:ASSIGN	54	=	444
1510	5	0	8:INT_LIT	51	n	444
1511	;	59	7:SPECIAL	48	;	444
1512	id[3]	3	1:ID	20	a	445
1513	:=	0	11:ASSIGN	54	=	445
1514	id[2]	2	1:ID	20	a	445
1515	+	43	5:A_OPER	33	+	445
1516	3	0	8:INT_LIT	51	n	445
1517	;	59	7:SPECIAL	48	;	445
1518	IF	9	0:KEYWORD	9	s	446
1519	id[2]	2	1:ID	20	a	446
1520	>=	5	6:R_OPER	42	$	446
1521	18	0	8:INT_LIT	51	n	446
1522	THEN	15	0:KEYWORD	15	h	446
1523	BEGIN	2	0:KEYWORD	2	e	447
1524	id[3]	3	1:ID	20	a	448
1525	:=	0	11:ASSIGN	54	=	448
1526	40	0	8:INT_LIT	51	n	448
1527	END	7	0:KEYWORD	7	f	449
1528	;	59	7:SPECIAL	48	;	449
1529	;	59	7:SPECIAL	48	;	449
1530	writeln	5	4:PROCED	32	m	450
1531	(	40	7:SPECIAL	43	(	450
1532	str[0]	0	10:STRING	53	"	450
1533	)	41	7:SPECIAL	44	)	450
1534	4	0	8:INT_LIT	51	n	450
1535	;	59	7:SPECIAL	48	;	450
1536	IF	9	0:KEYWORD	9	s	451
1537	id[2]	2	1:ID	20	a	451
1538	=	2	6:R_OPER	39	¿	451
1539	60	0	8:INT_LIT	51	n	451
1540	THEN	15	0:KEYWORD	15	h	451
1541	id[5]	5	1:ID	20	a	452
1542	:=	0	11:ASSIGN	54	=	452
1543	0	0	8:INT_LIT	51	n	452
1544	;	59	7:SPECIAL	48	;	452
1545	;	59	7:SPECIAL	48	;	452
1546	FOR	8	0:KEYWORD	8	p	453
1547	id[5]	5	1:ID	20	a	453
1548	:=	0	11:ASSIGN	54	=	453
1549	57005	0	8:INT_LIT	51	n	453
1550	DOWNTO	5	0:KEYWORD	5	d	453
1551	id[6]	6	1:ID	20	a	453
1552	+	43	5:A_OPER	33	+	453
1553	8	0	8:INT_LIT	51	n	453
1554	DO	4	0:KEYWORD	4	z	453
1555	BEGIN	2	0:KEYWORD	2	e	454
1556	writeln	5	4:PROCED	32	m	455
1557	(	40	7:SPECIAL	43	(	455
1558	str[1]	1	10:STRING	53	"	455
1559	)	41	7:SPECIAL	44	)	455
1560	END	7	0:KEYWORD	7	f	456
1561	;	59	7:SPECIAL	48	;	456
1562	IF	9	0:KEYWORD	9	s	457
1563	id[2]	2	1:ID	20	a	457
1564	=	2	6:R_OPER	39	¿	457
1565	id[3]	3	1:ID	20	a	457
1566	THEN	15	0:KEYWORD	15	h	457
1567	id[5]	5	1:ID	20	a	458
1568	:=	0	11:ASSIGN	54	=	458
1569	90	0	8:INT_LIT	51	n	458
1570	;	59	7:SPECIAL	48	;	458
1571	;	59	7:SPECIAL	48	;	458
1572	IF	9	0:KEYWORD	9	s	459
1573	id[7]	7	1:ID	20	a	459
1574	=	2	6:R_OPER	39	¿	459
1575	id[8]	8	1:ID	20	a	459
1576	THEN	15	0:KEYWORD	15	h	459
1577	id[5]	5	1:ID	20	a	460
1578	:=	0	11:ASSIGN	54	=	460
1579	90	0	8:INT_LIT	51	n	460
1580	;	59	7:SPECIAL	48	;	460
1581	;	59	7:SPECIAL	48	;	460
1582	REPEAT	14	0:KEYWORD	14	@	461
1583	id[9]	9	1:ID	20	a	461
1584	:=	0	11:ASSIGN	54	=	461
1585	id[10]	10	1:ID	20	a	461
1586	+	43	5:A_OPER	33	+	461
1587	1	0	8:INT_LIT	51	n	461
1588	UNTIL	17	0:KEYWORD	17	k	461
1589	id[9]	9	1:ID	20	a	461
1590	>	4	6:R_OPER	41	>	461
1591	9	0	8:INT_LIT	51	n	461
1592	;	59	7:SPECIAL	48	;	461
1593	REPEAT	14	0:KEYWORD	14	@	462
1594	id[9]	9	1:ID	20	a	462
1595	:=	0	11:ASSIGN	54	=	462
1596	id[10]	10	1:ID	20	a	462
1597	+	43	5:A_OPER	33	+	462
1598	1	0	8:INT_LIT	51	n	462
1599	UNTIL	17	0:KEYWORD	17	k	462
1600	id[9]	9	1:ID	20	a	462
1601	>	4	6:R_OPER	41	>	462
1602	9	0	8:INT_LIT	51	n	462
1603	;	59	7:SPECIAL	48	;	462
1604	FOR	8	0:KEYWORD	8	p	463
1605	id[5]	5	1:ID	20	a	463
1606	:=	0	11:ASSIGN	54	=	463
1607	57005	0	8:INT_LIT	51	n	463
1608	DOWNTO	5	0:KEYWORD	5	d	463
1609	id[11]	11	1:ID	20	a	463
1610	DO	4	0:KEYWORD	4	z	463
1611	BEGIN	2	0:KEYWORD	2	e	464
1612	writeln	5	4:PROCED	32	m	465
1613	(	40	7:SPECIAL	43	(	465
1614	str[1]	1	10:STRING	53	"	465
1615	)	41	7:SPECIAL	44	)	465
1616	END	7	0:KEYWORD	7	f	466
1617	;	59	7:SPECIAL	48	;	466
1618	id[2]	2	1:ID	20	a	467
1619	:=	0	11:ASSIGN	54	=	467
1620	5	0	8:INT_LIT	51	n	467
1621	;	59	7:SPECIAL	48	;	467
1622	id[3]	3	1:ID	20	a	468
1623	:=	0	11:ASSIGN	54	=	468
1624	id[2]	2	1:ID	20	a	468
1625	+	43	5:A_OPER	33	+	468
1626	3	0	8:INT_LIT	51	n	468
1627	;	59	7:SPECIAL	48	;	468
1628	IF	9	0:KEYWORD	9	s	469
1629	id[2]	2	1:ID	20	a	469
1630	>=	5	6:R_OPER	42	$	469
1631	18	0	8:INT_LIT	51	n	469
1632	THEN	15	0:KEYWORD	15	h	469
1633	BEGIN	2	0:KEYWORD	2	e	470
1634	id[3]	3	1:ID	20	a	471
1635	:=	0	11:ASSIGN	54	=	471
1636	40	0	8:INT_LIT	51	n	471
1637	END	7	0:KEYWORD	7	f	472
1638	;	59	7:SPECIAL	48	;	472
1639	;	59	7:SPECIAL	48	;	472
1640	writeln	5	4:PROCED	32	m	473
1641	(	40	7:SPECIAL	43	(	473
1642	str[0]	0	10:STRING	53	"	473
1643	)	41	7:SPECIAL	44	)	473
1644	4	0	8:INT_LIT	51	n	473
1645	;	59	7:SPECIAL	48	;	473
1646	IF	9	0:KEYWORD	9	s	474
1647	id[2]	2	1:ID	20	a	474
1648	=	2	6:R_OPER	39	¿	474
1649	60	0	8:INT_LIT	51	n	474
1650	THEN	15	0:KEYWORD	15	h	474
1651	id[5]	5	1:ID	20	a	475
1652	:=	0	11:ASSIGN	54	=	475
1653	0	0	8:INT_LIT	51	n	475
1654	;	59	7:SPECIAL	48	;	475
1655	;	59	7:SPECIAL	48	;	475
1656	FOR	8	0:KEYWORD	8	p	476
1657	id[5]	5	1:ID	20	a	476
1658	:=	0	11:ASSIGN	54	=	476
1659	57005	0	8:INT_LIT	51	n	476
1660	DOWNTO	5	0:KEYWORD	5	d	476
1661	id[6]	6	1:ID	20	a	476
1662	+	43	5:A_OPER	33	+	476
1663	8	0	8:INT_LIT	51	n	476
1664	DO	4	0:KEYWORD	4	z	476
1665	BEGIN	2	0:KEYWORD	2	e	477
1666	writeln	5	4:PROCED	32	m	478
1667	(	40	7:SPECIAL	43	(	478
1668	str[1]	1	10:STRING	53	"	478
1669	)	41	7:SPECIAL	44	)	478
1670	END	7	0:KEYWORD	7	f	479
1671	;	59	7:SPECIAL	48	;	479
1672	IF	9	0:KEYWORD	9	s	480
1673	id[2]	2	1:ID	20	a	480
1674	=	2	6:R_OPER	39	¿	480
1675	id[3]	3	1:ID	20	a	480
1676	THEN	15	0:KEYWORD	15	h	480
1677	id[5]	5	1:ID	20	a	481
1678	:=	0	11:ASSIGN	54	=	481
1679	90	0	8:INT_LIT	51	n	481
1680	;	59	7:SPECIAL	48	;	481
1681	;	59	7:SPECIAL	48	;	481
1682	IF	9	0:KEYWORD	9	s	482
1683	id[7]	7	1:ID	20	a	482
1684	=	2	6:R_OPER	39	¿	482
1685	id[8]	8	1:ID	20	a	482
1686	THEN	15	0:KEYWORD	15	h	482
1687	id[5]	5	1:ID	20	a	483
1688	:=	0	11:ASSIGN	54	=	483
1689	90	0	8:INT_LIT	51	n	483
1690	;	59	7:SPECIAL	48	;	483
1691	;	59	7:SPECIAL	48	;	483
1692	REPEAT	14	0:KEYWORD	14	@	484
1693	id[9]	9	1:ID	20	a	484
1694	:=	0	11:ASSIGN	54	=	484
1695	id[10]	10	1:ID	20	a	484
1696	+	43	5:A_OPER	33	+	484
1697	1	0	8:INT_LIT	51	n	484
1698	UNTIL	17	0:KEYWORD	17	k	484
1699	id[9]	9	1:ID	20	a	484
1700	>	4	6:R_OPER	41	>	484
1701	9	0	8:INT_LIT	51	n	484
1702	;	59	7:SPECIAL	48	;	484
1703	REPEAT	14	0:KEYWORD	14	@	485
1704	id[9]	9	1:ID	20	a	485
1705	:=	0	11:ASSIGN	54	=	485
1706	id[10]	10	1:ID	20	a	485
1707	+	43	5:A_OPER	33	+	485
1708	1	0	8:INT_LIT	51	n	485
1709	UNTIL	17	0:KEYWORD	17	k	485
1710	id[9]	9	1:ID	20	a	485
1711	>	4	6:R_OPER	41	>	485
1712	9	0	8:INT_LIT	51	n	485
1713	;	59	7:SPECIAL	48	;	485
1714	FOR	8	0:KEYWORD	8	p	486
1715	id[5]	5	1:ID	20	a	486
1716	:=	0	11:ASSIGN	54	=	486
1717	57005	0	8:INT_LIT	51	n	486
1718	DOWNTO	5	0:KEYWORD	5	d	486
1719	id[11]	11	1:ID	20	a	486
1720	DO	4	0:KEYWORD	4	z	486
1721	BEGIN	2	0:KEYWORD	2	e	487
1722	writeln	5	4:PROCED	32	m	488
1723	(	40	7:SPECIAL	43	(	488
1724	str[1]	1	10:STRING	53	"	488
1725	)	41	7:SPECIAL	44	)	488
1726	END	7	0:KEYWORD	7	f	489
1727	;	59	7:SPECIAL	48	;	489
1728	id[2]	2	1:ID	20	a	490
1729	:=	0	11:ASSIGN	54	=	490
1730	5	0	8:INT_LIT	51	n	490
1731	;	59	7:SPECIAL	48	;	490
1732	id[3]	3	1:ID	20	a	491
1733	:=	0	11:ASSIGN	54	=	491
1734	id[2]	2	1:ID	20	a	491
1735	+	43	5:A_OPER	33	+	491
1736	3	0	8:INT_LIT	51	n	491
1737	;	59	7:SPECIAL	48	;	491
1738	IF	9	0:KEYWORD	9	s	492
1739	id[2]	2	1:ID	20	a	492
1740	>=	5	6:R_OPER	42	$	492
1741	18	0	8:INT_LIT	51	n	492
1742	THEN	15	0:KEYWORD	15	h	492
1743	BEGIN	2	0:KEYWORD	2	e	493
1744	id[3]	3	1:ID	20	a	494
1745	:=	0	11:ASSIGN	54	=	494
1746	40	0	8:INT_LIT	51	n	494
1747	END	7	0:KEYWORD	7	f	495
1748	;	59	7:SPECIAL	48	;	495
1749	;	59	7:SPECIAL	48	;	495
1750	writeln	5	4:PROCED	32	m	496
1751	(	40	7:SPECIAL	43	(	496
1752	str[0]	0	10:STRING	53	"	496
1753	)	41	7:SPECIAL	44	)	496
1754	4	0	8:INT_LIT	51	n	496
1755	;	59	7:SPECIAL	48	;	496
1756	IF	9	0:KEYWORD	9	s	497
1757	id[2]	2	1:ID	20	a	497
1758	=	2	6:R_OPER	39	¿	497
1759	60	0	8:INT_LIT	51	n	497
1760	THEN	15	0:KEYWORD	15	h	497
1761	id[5]	5	1:ID	20	a	498
1762	:=	0	11:ASSIGN	54	=	498
1763	0	0	8:INT_LIT	51	n	498
1764	;	59	7:SPECIAL	48	;	498
1765	;	59	7:SPECIAL	48	;	498
1766	FOR	8	0:KEYWORD	8	p	499
1767	id[5]	5	1:ID	20	a	499
1768	:=	0	11:ASSIGN	54	=	499
1769	57005	0	8:INT_LIT	51	n	499
1770	DOWNTO	5	0:KEYWORD	5	d	499
1771	id[6]	6	1:ID	20	a	499
1772	+	43	5:A_OPER	33	+	499
1773	8	0	8:INT_LIT	51	n	499
1774	DO	4	0:KEYWORD	4	z	499
1775	BEGIN	2	0:KEYWORD	2	e	500
1776	writeln	5	4:PROCED	32	m	501
1777	(	40	7:SPECIAL	43	(	501
1778	str[1]	1	10:STRING	53	"	501
1779	)	41	7:SPECIAL	44	)	501
1780	END	7	0:KEYWORD	7	f	502
1781	;	59	7:SPECIAL	48	;	502
1782	IF	9	0:KEYWORD	9	s	503
1783	id[2]	2	1:ID	20	a	503
1784	=	2	6:R_OPER	39	¿	503
1785	id[3]	3	1:ID	20	a	503
1786	THEN	15	0:KEYWORD	15	h	503
1787	id[5]	5	1:ID	20	a	504
1788	:=	0	11:ASSIGN	54	=	504
1789	90	0	8:INT_LIT	51	n	504
1790	;	59	7:SPECIAL	48	;	504
1791	;	59	7:SPECIAL	48	;	504
1792	IF	9	0:KEYWORD	9	s	505
1793	id[7]	7	1:ID	20	a	505
1794	=	2	6:R_OPER	39	¿	505
1795	id[8]	8	1:ID	20	a	505
1796	THEN	15	0:KEYWORD	15	h	505
1797	id[5]	5	1:ID	20	a	506
1798	:=	0	11:ASSIGN	54	=	506
1799	90	0	8:INT_LIT	51	n	506
1800	;	59	7:SPECIAL	48	;	506
1801	;	59	7:SPECIAL	48	;	506
1802	REPEAT	14	0:KEYWORD	14	@	507
1803	id[9]	9	1:ID	20	a	507
1804	:=	0	11:ASSIGN	54	=	507
1805	id[10]	10	1:ID	20	a	507
1806	+	43	5:A_OPER	33	+	507
1807	1	0	8:INT_LIT	51	n	507
1808	UNTIL	17	0:KEYWORD	17	k	507
1809	id[9]	9	1:ID	20	a	507
1810	>	4	6:R_OPER	41	>	507
1811	9	0	8:INT_LIT	51	n	507
1812	;	59	7:SPECIAL	48	;	507
1813	REPEAT	14	0:KEYWORD	14	@	508
1814	id[9]	9	1:ID	20	a	508
1815	:=	0	11:ASSIGN	54	=	508
1816	id[10]	10	1:ID	20	a	508
1817	+	43	5:A_OPER	33	+	508
1818	1	0	8:INT_LIT	51	n	508
1819	UNTIL	17	0:KEYWORD	17	k	508
1820	id[9]	9	1:ID	20	a	508
1821	>	4	6:R_OPER	41	>	508
1822	9	0	8:INT_LIT	51	n	508
1823	;	59	7:SPECIAL	48	;	508
1824	FOR	8	0:KEYWORD	8	p	509
1825	id[5]	5	1:ID	20	a	509
1826	:=	0	11:ASSIGN	54	=	509
1827	57005	0	8:INT_LIT	51	n	509
1828	DOWNTO	5	0:KEYWORD	5	d	509
1829	id[11]	11	1:ID	20	a	509
1830	DO	4	0:KEYWORD	4	z	509
1831	BEGIN	2	0:KEYWORD	2	e	510
1832	writeln	5	4:PROCED	32	m	511
1833	(	40	7:SPECIAL	43	(	511
1834	str[1]	1	10:STRING	53	"	511
1835	)	41	7:SPECIAL	44	)	511
1836	END	7	0:KEYWORD	7	f	512
1837	;	59	7:SPECIAL	48	;	512
1838	id[2]	2	1:ID	20	a	513
1839	:=	0	11:ASSIGN	54	=	513
1840	5	0	8:INT_LIT	51	n	513
1841	;	59	7:SPECIAL	48	;	513
1842	id[3]	3	1:ID	20	a	514
1843	:=	0	11:ASSIGN	54	=	514
1844	id[2]	2	1:ID	20	a	514
1845	+	43	5:A_OPER	33	+	514
1846	3	0	8:INT_LIT	51	n	514
1847	;	59	7:SPECIAL	48	;	514
1848	IF	9	0:KEYWORD	9	s	515
1849	id[2]	2	1:ID	20	a	515
1850	>=	5	6:R_OPER	42	$	515
1851	18	0	8:INT_LIT	51	n	515
1852	THEN	15	0:KEYWORD	15	h	515
1853	BEGIN	2	0:KEYWORD	2	e	516
1854	id[3]	3	1:ID	20	a	517
1855	:=	0	11:ASSIGN	54	=	517
1856	40	0	8:INT_LIT	51	n	517
1857	END	7	0:KEYWORD	7	f	518
1858	;	59	7:SPECIAL	48	;	518
1859	;	59	7:SPECIAL	48	;	518
1860	writeln	5	4:PROCED	32	m	519
1861	(	40	7:SPECIAL	43	(	519
1862	str[0]	0	10:STRING	53	"	519
1863	)	41	7:SPECIAL	44	)	519
1864	4	0	8:INT_LIT	51	n	519
1865	;	59	7:SPECIAL	48	;	519
1866	IF	9	0:KEYWORD	9	s	520
1867	id[2]	2	1:ID	20	a	520
1868	=	2	6:R_OPER	39	¿	520
1869	60	0	8:INT_LIT	51	n	520
1870	THEN	15	0:KEYWORD	15	h	520
1871	id[5]	5	1:ID	20	a	521
1872	:=	0	11:ASSIGN	54	=	521
1873	0	0	8:INT_LIT	51	n	521
1874	;	59	7:SPECIAL	48	;	521
1875	;	59	7:SPECIAL	48	;	521
1876	FOR	8	0:KEYWORD	8	p	522
1877	id[5]	5	1:ID	20	a	522
1878	:=	0	11:ASSIGN	54	=	522
1879	57005	0	8:INT_LIT	51	n	522
1880	DOWNTO	5	0:KEYWORD	5	d	522
1881	id[6]	6	1:ID	20	a	522
1882	+	43	5:A_OPER	33	+	522
1883	8	0	8:INT_LIT	51	n	522
1884	DO	4	0:KEYWORD	4	z	522
1885	BEGIN	2	0:KEYWORD	2	e	523
1886	writeln	5	4:PROCED	32	m	524
1887	(	40	7:SPECIAL	43	(	524
1888	str[1]	1	10:STRING	53	"	524
1889	)	41	7:SPECIAL	44	)	524
1890	END	7	0:KEYWORD	7	f	525
1891	;	59	7:SPECIAL	48	;	525
1892	IF	9	0:KEYWORD	9	s	526
1893	id[2]	2	1:ID	20	a	526
1894	=	2	6:R_OPER	39	¿	526
1895	id[3]	3	1:ID	20	a	526
1896	THEN	15	0:KEYWORD	15	h	526
1897	id[5]	5	1:ID	20	a	527
1898	:=	0	11:ASSIGN	54	=	527
1899	90	0	8:INT_LIT	51	n	527
1900	;	59	7:SPECIAL	48	;	527
1901	;	59	7:SPECIAL	48	;	527
1902	IF	9	0:KEYWORD	9	s	528
1903	id[7]	7	1:ID	20	a	528
1904	=	2	6:R_OPER	39	¿	528
1905	id[8]	8	1:ID	20	a	528
1906	THEN	15	0:KEYWORD	15	h	528
1907	id[5]	5	1:ID	20	a	529
1908	:=	0	11:ASSIGN	54	=	529
